step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_detections,metrics/test.rmse_detections_pcutoff,metrics/test.rmse_pcutoff
1,,,,,0.00042465937440283597,0.3464040756225586,0.008872431702911854,0.008872431702911854,,,,,,
2,,,,,0.00037097063614055514,0.21533158421516418,0.0055687748827040195,0.0055687748827040195,,,,,,
3,,,,,0.0003258679062128067,0.1772807240486145,0.004594952333718538,0.004594952333718538,,,,,,
4,,,,,0.000293165969196707,0.15490953624248505,0.004019321408122778,0.004019321408122778,,,,,,
5,,,,,0.0002576960832811892,0.14131420850753784,0.003661703085526824,0.003661703085526824,,,,,,
6,,,,,0.0002405638515483588,0.1311643272638321,0.0033993900287896395,0.0033993900287896395,,,,,,
7,,,,,0.00023366761161014438,0.12378416210412979,0.0032114379573613405,0.0032114379573613405,,,,,,
8,,,,,0.00021340741659514606,0.11627791076898575,0.0030136515852063894,0.0030136515852063894,,,,,,
9,,,,,0.0002032544434769079,0.11067968606948853,0.002868619514629245,0.002868619514629245,,,,,,
10,0.0001208888425026089,0.15172775089740753,0.0038536384236067533,0.0038536384236067533,0.00020099403627682477,0.1049761176109314,0.0027249001432210207,0.0027249001432210207,72.42382065587512,77.8125,35.349220275878906,35.34921646118164,7.075433254241943,7.075433254241943
11,,,,,0.00019054186122957617,0.09994126856327057,0.0025938027538359165,0.0025938027538359165,,,,,,
12,,,,,0.00018280297808814794,0.098369300365448,0.002550633857026696,0.002550633857026696,,,,,,
13,,,,,0.00017884981934912503,0.09342712163925171,0.0024251029826700687,0.0024251029826700687,,,,,,
14,,,,,0.00016814019181765616,0.09022599458694458,0.0023397200275212526,0.0023397200275212526,,,,,,
15,,,,,0.00015919824363663793,0.0860709622502327,0.002231373218819499,0.002231373218819499,,,,,,
16,,,,,0.00016425871581304818,0.08339057862758636,0.002166894031688571,0.002166894031688571,,,,,,
17,,,,,0.0001563695986988023,0.08042240142822266,0.002088744891807437,0.002088744891807437,,,,,,
18,,,,,0.00015497286221943796,0.08070237934589386,0.0020950459875166416,0.0020950459875166416,,,,,,
19,,,,,0.0001466459798393771,0.07543949037790298,0.0019593106117099524,0.0019593106117099524,,,,,,
20,0.00010641341214068234,0.13697978854179382,0.0034777014516294003,0.0034777014516294003,0.00014203926548361778,0.0736561194062233,0.0019124224781990051,0.0019124224781990051,82.59466032624769,85.3125,21.740358352661133,21.740358352661133,6.565305709838867,6.565305709838867
21,,,,,0.000134592191898264,0.07289648056030273,0.001889707986265421,0.001889707986265421,,,,,,
22,,,,,0.00014164070307742804,0.07065444439649582,0.001837181393057108,0.001837181393057108,,,,,,
23,,,,,0.00013022207713220268,0.06520014256238937,0.0016951145371422172,0.0016951145371422172,,,,,,
24,,,,,0.00012281196541152894,0.06459011137485504,0.0016761586302891374,0.0016761586302891374,,,,,,
25,,,,,0.00012806699669454247,0.0631447583436966,0.0016426524380221963,0.0016426524380221963,,,,,,
26,,,,,0.00012222965597175062,0.06214291229844093,0.0016146876150742173,0.0016146876150742173,,,,,,
27,,,,,0.00011932670895475894,0.060744911432266235,0.0015782862901687622,0.0015782862901687622,,,,,,
28,,,,,0.00012098539446014911,0.05998588353395462,0.001560139819048345,0.001560139819048345,,,,,,
29,,,,,0.00011841775994980708,0.05976458638906479,0.0015533235855400562,0.0015533235855400562,,,,,,
30,8.479089592583477e-05,0.13612401485443115,0.0034454960841685534,0.0034454960841685534,0.00011190152144990861,0.056852128356695175,0.0014772539725527167,0.0014772539725527167,87.71167702649952,89.375,13.449861526489258,13.449861526489258,5.874538898468018,5.874538898468018
31,,,,,0.00010851738625206053,0.05741715431213379,0.0014896874781697989,0.0014896874781697989,,,,,,
32,,,,,0.00010712246148614213,0.05587529018521309,0.0014504435239359736,0.0014504435239359736,,,,,,
33,,,,,0.00010222347191302106,0.05041990056633949,0.0013116091722622514,0.0013116091722622514,,,,,,
34,,,,,0.00010573606414254755,0.05103415623307228,0.0013287219917401671,0.0013287219917401671,,,,,,
35,,,,,0.00010474104783497751,0.0527779795229435,0.001371819875203073,0.001371819875203073,,,,,,
36,,,,,0.00010065852256957442,0.04985146224498749,0.0012966158101335168,0.0012966158101335168,,,,,,
